Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","426","Lesotho","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","1625.909","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","637.101","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","2225.702","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","1097.956","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","1127.746","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","1637.308","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","655.374","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","4889.391","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","2430.584","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","2458.807","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","2370.874","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","2482.642","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","4985.289","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","2479.442","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","2505.847","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","2408.447","X","Figure from international organizations",""
"OA","Annual population","430","Liberia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","2569.273","X","Figure from international organizations",""
"OA","Annual population","434","Libya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","6477.793","X","Figure from international organizations",""
"OA","Annual population","434","Libya","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","3284.325","X","Figure from international organizations",""
"OA","Annual population","434","Libya","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","3193.468","X","Figure from international organizations",""
"OA","Annual population","434","Libya","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","1287.593","X","Figure from international organizations",""
"OA","Annual population","434","Libya","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","5183.363","X","Figure from international organizations",""
"OA","Annual population","434","Libya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","6569.088","X","Figure from international organizations",""
"OA","Annual population","434","Libya","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","3329.012","X","Figure from international organizations",""
"OA","Annual population","434","Libya","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","3240.076","X","Figure from international organizations",""
"OA","Annual population","434","Libya","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","1288.13","X","Figure from international organizations",""
"OA","Annual population","434","Libya","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","5281.734","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","38.181","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","18.961","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","19.22","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","32.685","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","5.47","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","38.482","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","19.102","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","19.381","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","32.885","X","Figure from international organizations",""
"OA","Annual population","438","Liechtenstein","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","5.519","X","Figure from international organizations",""
